id,platform,datetime,text,final_text,score,sentiment
2071858073480704290,Twitter,Tue Jun 30 07:27:12 +0000 2026,"@SangGuru2471 Karena baru sekarang semenjak NKRI 🇮🇩 berdiri presiden membuat program MBG makan bergizi gratis untuk rakyat seNKRI 🇮🇩 
MBG _Program Paling Mulia 🇮🇩",semenjak nkri diri presiden program mbg makan gizi gratis rakyat senkri mbg program mulia,2,Positif
2071857803246063799,Twitter,Tue Jun 30 07:26:08 +0000 2026,"Baca di sini: https://t.co/QKYmTgGIg1 

Sejumlah harga bahan kebutuhan pokok di Kabupaten Buleleng, Bali, mengalami penurunan saat program Makan Bergizi Gratis (MBG) libur. Farah Ferbiliana, ibu rumah tangga asal Desa Sambangan, Kecamatan Sukasada, Buleleng, menyebut harga daging https://t.co/yOhgcv7BxG",baca harga bahan butuh pokok kabupaten buleleng bal alami turun program makan gizi gratis mbg libur farah ferbiliana rumah tangga desa sambangan camat sukasada buleleng sebut harga daging,1,Positif
2071854263450628365,Twitter,Tue Jun 30 07:12:04 +0000 2026,"Harga daging ayam potong dan telur ayam ras di Pasar Basah Trenggalek mengalami penurunan dalam beberapa pekan terakhir.

Pedagang menilai turunnya harga dipengaruhi liburnya pelaksanaan program Makan Bergizi Gratis (MBG),

#Trenggalek #trenggalek24jam #telur #ayam #mbg https://t.co/cuyva2Rcm3",harga daging ayam potong telur ayam ras pasar basah trenggalek alami turun pekan dagang nilai turun harga pengaruh libur laksana program makan gizi gratis mbg trenggalek trenggalekjam telur ayam mbg,2,Positif
2071854039877538189,Twitter,Tue Jun 30 07:11:10 +0000 2026,makan bergizi (ga gratis karna dari dm) gw 🤗🤗🤗,makan gizi tidak gratis karna dm,-5,Negatif
2071850185052041545,Twitter,Tue Jun 30 06:55:51 +0000 2026,@srideshiana Ngerasain makan bergizi dan gratis karena boleh dikasih 😄,ngerasain makan gizi gratis kasih,1,Positif
2071849655974162851,Twitter,Tue Jun 30 06:53:45 +0000 2026,"Wakil Ketua DPR RI Saan Mustopa meminta Badan Gizi Nasional (BGN) untuk memaksimalkan penyerapan hasil produksi para petani hingga produk-produk usaha mikro, kecil, dan menengah (UMKM) untuk program Makan Bergizi Gratis (MBG).https://t.co/5ypcwxo1wI",wakil ketua dpr ri saan mustopa badan gizi nasional bgn maksimal serap hasil produksi tani produkproduk usaha mikro tengah umkm program makan gizi gratis mbg,1,Positif
2071848944821489845,Twitter,Tue Jun 30 06:50:56 +0000 2026,"Makan Bergizi Gratis (MBG) dan Koperasi Desa Merah Putih (KDMP), hingga buruknya tata kelola regulasi yang tumpang tindih dan penuh dengan ketidakpastian hukum.",makan gizi gratis mbg koperasi desa merah putih kdmp buruk tata kelola regulasi tumpang tindih penuh ketidakpastian hukum,-13,Negatif
2071845982850146414,Twitter,Tue Jun 30 06:39:10 +0000 2026,"Anak muda Nabire ciptakan SIAP-MBG, sistem monitoring real-time canggih untuk Makan Bergizi Gratis! Ini Papua Maju! #PapuaMaju #PapuaBisa https://t.co/BSbkhCzGdR",anak muda nabire cipta siapmbg sistem monitoring realtime canggih makan gizi gratis papua maju papuamaju papuabisa,3,Positif
2071843228836679928,Twitter,Tue Jun 30 06:28:13 +0000 2026,"Makan bergizi gratis bukan sekadar bantuan, tapi investasi jangka panjang untuk mencetak generasi sehat, cerdas, dan tangguh demi Indonesia Maju.
#GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/yqBZehPelx",makan gizi gratis bukan bantu tapi investasi jangka cetak generasi sehat cerdas tangguh indonesia maju generasisehat makanbergizigratis indonesiamaju,4,Positif
2071843190739709956,Twitter,Tue Jun 30 06:28:04 +0000 2026,"Makan bergizi gratis bukan sekadar bantuan, tapi investasi jangka panjang untuk mencetak generasi sehat, cerdas, dan tangguh demi Indonesia Maju.
#GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/6WR3zZhs9M",makan gizi gratis bukan bantu tapi investasi jangka cetak generasi sehat cerdas tangguh indonesia maju generasisehat makanbergizigratis indonesiamaju,4,Positif
2071843162918895952,Twitter,Tue Jun 30 06:27:57 +0000 2026,"Makan bergizi gratis bukan sekadar bantuan, tapi investasi jangka panjang untuk mencetak generasi sehat, cerdas, dan tangguh demi Indonesia Maju.
#GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/kzEDs9qO2u",makan gizi gratis bukan bantu tapi investasi jangka cetak generasi sehat cerdas tangguh indonesia maju generasisehat makanbergizigratis indonesiamaju,4,Positif
2071842361601376490,Twitter,Tue Jun 30 06:24:46 +0000 2026,"Ketika generasi muda ikut menciptakan solusi melalui teknologi, manfaatnya bisa dirasakan lebih luas. Inovasi monitoring real time untuk Program Makan Bergizi Gratis menjadi contoh kolaborasi yang membanggakan demi mewujudkan Papua Maju https://t.co/UF6Bt3R9Ny",generasi muda cipta solusi teknologi manfaat rasa luas inovasi monitoring real time program makan gizi gratis contoh kolaborasi bangga wujud papua maju,8,Positif
2071842165404413991,Twitter,Tue Jun 30 06:23:59 +0000 2026,"Bukti anak Papua bisa! Monitoring Makan Bergizi Gratis kini lebih transparan dan akurat. Papua Maju, ayo sebarkan! https://t.co/PAJAWg0VuN",bukti anak papua monitoring makan gizi gratis transparan akurat papua maju ayo sebar,3,Positif
2071842149621182512,Twitter,Tue Jun 30 06:23:56 +0000 2026,"Dari Papua untuk Indonesia! Teknologi monitoring Makan Bergizi Gratis ini bikin salut. Papua Maju, keren toh? https://t.co/g1RUXixcbi",papua indonesia teknologi monitoring makan gizi gratis bikin salut papua maju keren,4,Positif
2071842059615707570,Twitter,Tue Jun 30 06:23:34 +0000 2026,Anak muda Nabire membuktikan bahwa inovasi lahir dari daerah untuk Indonesia. Sistem monitoring real time yang mereka kembangkan mendukung Program Makan Bergizi Gratis agar semakin efektif dan transparan. Semangat seperti inilah yang membawa Papua Maju https://t.co/sPBq9HKbWA,anak muda nabire bukti inovasi lahir daerah indonesia sistem monitoring real time kembang dukung program makan gizi gratis efektif transparan semangat bawa papua maju,6,Positif
2071841141579030637,Twitter,Tue Jun 30 06:19:55 +0000 2026,"Kawan Pajak, tahukah kamu kalau Program Makan Bergizi Gratis (MBG) juga berkontribusi terhadap penerimaan pajak? https://t.co/5JLG4ENCn7",kawan pajak tahu program makan gizi gratis mbg kontribusi terima pajak,3,Positif
2071840909256516046,Twitter,Tue Jun 30 06:19:00 +0000 2026,"Papua terus membuktikan kualitasnya. Anak muda Nabire menghadirkan sistem monitoring real-time untuk mendukung Program Makan Bergizi Gratis. Inovasi dari timur untuk masa depan Indonesia. Papua Maju. 🇮🇩

#PapuaMaju #MBG #IndonesiaMaju https://t.co/u3h5klUEXT",papua bukti kualitas anak muda nabire hadir sistem monitoring realtime dukung program makan gizi gratis inovasi timur indonesia papua maju papuamaju mbg indonesiamaju,4,Positif
2071840767837192317,Twitter,Tue Jun 30 06:18:26 +0000 2026,"Papua terus membuktikan kualitasnya. Anak muda Nabire menghadirkan sistem monitoring real-time untuk mendukung Program Makan Bergizi Gratis. Inovasi dari timur untuk masa depan Indonesia. Papua Maju. 🇮🇩

#PapuaMaju #MBG #IndonesiaMaju https://t.co/YatazEGYGg",papua bukti kualitas anak muda nabire hadir sistem monitoring realtime dukung program makan gizi gratis inovasi timur indonesia papua maju papuamaju mbg indonesiamaju,4,Positif
2071840315233665506,Twitter,Tue Jun 30 06:16:38 +0000 2026,Transparan! Gini cara Papua kawal program Makan Bergizi Gratis https://t.co/Z3KkfSk9Zh,transparan gin papua kawal program makan gizi gratis,1,Positif
2071840253913264297,Twitter,Tue Jun 30 06:16:24 +0000 2026,@hojootokiyuki makan bergizi gratis,makan gizi gratis,1,Positif
2071839919996346789,Twitter,Tue Jun 30 06:15:04 +0000 2026,"Sementara itu, rubrik Opini mengulas pentingnya penerapan SNI dalam mendukung Program Makan Bergizi Gratis guna menjamin keamanan, mutu, dan konsistensi penyelenggaraannya (5/6)",rubrik opini ulas terap sni dukung program makan gizi gratis jamin aman mutu konsistensi selenggara,2,Positif
2071837363790389507,Twitter,Tue Jun 30 06:04:55 +0000 2026,"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah (Bapperida) Kabupaten Kudus pada Senin, 29 Juni 2026 memfasilitasi pelaksanaan Rapat Evaluasi Program Makan Bergizi Gratis (MBG) di Kabupaten Kudus. Kegiatan ini berlangsung mulai pukul 13.00 WIB di Pendopo Kabupaten Kudus. https://t.co/DfwNqDYOSv",badan rencana bangun riset inovasi daerah bapperida kabupaten kudus senin juni fasilitas laksana rapat evaluasi program makan gizi gratis mbg kabupaten kudus giat wib pendopo kabupaten kudus,3,Positif
2071836917822611582,Twitter,Tue Jun 30 06:03:08 +0000 2026,"Keren banget nih, aplikasi buatan anak asli Nabire ini jadi bukti nyata Papua Maju dalam mengawal program Makan Bergizi Gratis secara real-time!
#SehatBersamaMBG https://t.co/mlFK3jgukC",keren banget aplikasi buat anak asli nabire bukti nyata papua maju awal program makan gizi gratis realtime sehatbersamambg,4,Positif
2071832353132212510,Twitter,Tue Jun 30 05:45:00 +0000 2026,"🔬 Pastikan Aman, Pastikan Berkualitas!

Komitmen Polres PPU dalam mendukung Program Makan Bergizi Gratis (MBG) diwujudkan melalui pengawasan food safety secara berkala di SPPG Kemala Bhayangkari. https://t.co/nyiOWv2llx",pasti aman pasti kualitas komitmen polres ppu dukung program makan gizi gratis mbg wujud awas food safety kala sppg kemala bhayangkari,4,Positif
2071831887312773305,Twitter,Tue Jun 30 05:43:09 +0000 2026,"Program Makan Bergizi Gratis (MBG) terus berjalan merata hingga ke seluruh wilayah, memastikan setiap anak mendapatkan asupan gizi yang cukup tanpa terkecuali. #PenuhiGiziIndonesia https://t.co/wR8ydpm19J",program makan gizi gratis mbg jalan rata wilayah anak asupan gizi kecuali penuhigiziindonesia,2,Positif
2071831350475448451,Twitter,Tue Jun 30 05:41:01 +0000 2026,"Program Makan Bergizi Gratis (MBG) terus berjalan merata hingga ke seluruh wilayah, memastikan setiap anak mendapatkan asupan gizi yang cukup tanpa terkecuali. #PenuhiGiziIndonesia https://t.co/EAZ6ONxj2C",program makan gizi gratis mbg jalan rata wilayah anak asupan gizi kecuali penuhigiziindonesia,2,Positif
2071823688283115615,Twitter,Tue Jun 30 05:10:34 +0000 2026,"Kabar ini beredar setelah Menteri Keuangan Purbaya Sadewa menjelaskan hasil pertemuannya dengan Badan Gizi Nasional terkait evaluasi program Makan Bergizi Gratis.

Menurut Purbaya, besaran anggaran yang akan dipangkas cukup besar.

Ini bukan kali pertama pemangkasan anggaran MBG, https://t.co/N6my4OQJXN",kabar edar menteri uang purbaya sadewa hasil temu badan gizi nasional kait evaluasi program makan gizi gratis purbaya besar anggar pangkas bukan kali mangkas anggar mbg,2,Positif
2071820193433882684,Twitter,Tue Jun 30 04:56:41 +0000 2026,"@direktoridosen Berapa duit per kepala ini? 😌

Ribuan “relawan” SPPG demo dukung MBG lanjutin? 

Mereka beneran relawan sukarela atau ada insentif tertentu? 

Program makan bergizi gratis emang bagus buat anak-anak, tapi pengawasan &amp; transparansi anggarannya gimana?",duit kepala ribu  rawan  sppg demo dukung mbg lanjutin beneran rawan sukarela insentif program makan gizi gratis emang bagus anakanak tapi awas transparansi anggar gimana,1,Positif
2071815406445294046,Twitter,Tue Jun 30 04:37:40 +0000 2026,"Program Makan Bergizi Gratis (MBG) dipantau melalui aplikasi lokal untuk memastikan pelaksanaannya transparan, akuntabel, dan tepat sasaran. https://t.co/hg3bkv7uUu",program makan gizi gratis mbg pantau aplikasi lokal laksana transparan akuntabel sasar,1,Positif
2071814734794658193,Twitter,Tue Jun 30 04:34:59 +0000 2026,"Program Makan Bergizi Gratis (MBG) dipantau melalui aplikasi lokal untuk memastikan pelaksanaannya transparan, akuntabel, dan tepat sasaran. https://t.co/RaXP7t0vop",program makan gizi gratis mbg pantau aplikasi lokal laksana transparan akuntabel sasar,1,Positif
2071812742370246862,Twitter,Tue Jun 30 04:27:04 +0000 2026,Program Makan Bergizi Gratis di Jambi serap bahan pangan lokal untuk perkuat gizi anak &amp; ekonomi desa #MBGJambi https://t.co/JbEqG73RSq,program makan gizi gratis jambi serap bahan pangan lokal kuat gizi anak ekonomi desa mbgjambi,5,Positif
2071811490701811795,Twitter,Tue Jun 30 04:22:06 +0000 2026,Siapa bilang Papua cuma bisa jadi penonton program pusat? Anak muda Nabire membuktikan lewat aplikasi SIAP MBG bahwa mereka mampu menciptakan sistem tercanggih demi menyukseskan program Makan Bergizi Gratis dari pemerintah. Ini bukti nyata Papua Maju #PapuaMaju https://t.co/uaInHZOwY1,bilang papua tonton program pusat anak muda nabire bukti aplikasi mbg cipta sistem canggih sukses program makan gizi gratis perintah bukti nyata papua maju papuamaju,4,Positif
2071810064038678708,Twitter,Tue Jun 30 04:16:26 +0000 2026,"Keren banget nih, aplikasi buatan anak asli Nabire ini jadi bukti nyata Papua Maju dalam mengawal program Makan Bergizi Gratis secara real-time! #InovasiLokal #MakanBerbiziGratis https://t.co/JorHIjYgzf",keren banget aplikasi buat anak asli nabire bukti nyata papua maju awal program makan gizi gratis realtime inovasilokal makanberbizigratis,4,Positif
2071810061832524286,Twitter,Tue Jun 30 04:16:25 +0000 2026,@ImamBesar212 Apakah ini hasil dari makan bergizi gratis kah?,hasil makan gizi gratis kah,1,Positif
2071809309021974754,Twitter,Tue Jun 30 04:13:26 +0000 2026,Papua Maju dalam mengawal program Makan Bergizi Gratis secara real-time! #InovasiLokal #MakanBerbiziGratis https://t.co/FYkSavBOVp,papua maju awal program makan gizi gratis realtime inovasilokal makanberbizigratis,2,Positif
2071809098723811819,Twitter,Tue Jun 30 04:12:36 +0000 2026,"Keren banget nih, aplikasi buatan anak asli Nabire ini jadi bukti nyata Papua Maju dalam mengawal program Makan Bergizi Gratis secara real-time! #InovasiLokal #MakanBerbiziGratis https://t.co/CvN9vouXOB",keren banget aplikasi buat anak asli nabire bukti nyata papua maju awal program makan gizi gratis realtime inovasilokal makanberbizigratis,4,Positif
2071808526994096507,Twitter,Tue Jun 30 04:10:19 +0000 2026,Belum lagi sejumlah program yang jadi penopang untuk mendorong penguatan kesejahteraan petani di Indonesia. Seperti program MBG (Makan Bergizi Gratis) dan Koperasi Desa/Kelurahan Merah Putih.,belum program topang dorong kuat sejahtera tani indonesia program mbg makan gizi gratis koperasi desakelurahan merah putih,3,Positif
2071806004959035846,Twitter,Tue Jun 30 04:00:18 +0000 2026,"Gizi anak terpenuhi dan ekonomi desa tumbuh adalah visi besar yang diusung oleh Zulkifli Hasan melalui optimalisasi program Makan Bergizi Gratis.

#MenkoPangan
#PartaiAmanatNasional
#ZulkifliHasan
#Zulhas
#GD_Zulhas https://t.co/L2iUhhEUm7",gizi anak penuh ekonomi desa tumbuh visi usung zulkifli hasan optimalisasi program makan gizi gratis menkopangan partaiamanatnasional zulkiflihasan zulhas gdzulhas,5,Positif
2071804329225539773,Twitter,Tue Jun 30 03:53:39 +0000 2026,"PDIP resmi melarang seluruh kadernya mencari keuntungan dari program Makan Bergizi Gratis (MBG).

Baca selengkapnya: https://t.co/dtS0URVe7e https://t.co/NcIn4WAaLG",pdip resmi larang kader cari untung program makan gizi gratis mbg baca lengkap,1,Positif
2071799943522861535,Twitter,Tue Jun 30 03:36:13 +0000 2026,Sinergi kuat KPK dan Kejagung dalam mengusut tuntas dugaan korupsi program Makan Bergizi Gratis demi melindungi hak nutrisi anak-anak Indonesia. #jagaindonesia #jagamayday2026 #mayday2026damai #prabowobersamaburuh #dialogbukankonfrontasi https://t.co/yXy0FLhfVd,sinergi kuat kpk jagung usut tuntas duga korupsi program makan gizi gratis lindung hak nutrisi anakanak indonesia jagaindonesia jagamayday maydaydamai prabowobersamaburuh dialogbukankonfrontasi,1,Positif
2071799432962777564,Twitter,Tue Jun 30 03:34:11 +0000 2026,"Kawan Pajak, tahukah kamu kalau Program Makan Bergizi Gratis (MBG) juga berkontribusi terhadap penerimaan pajak?

Agar pelaksanaannya berjalan lancar, transparan, dan akuntabel, setiap pihak yang menjalankan kegiatan usaha dalam ekosistem MBG—mulai dari yayasan penyelenggara, https://t.co/qp2RRng66y",kawan pajak tahu program makan gizi gratis mbg kontribusi terima pajak laksana jalan lancar transparan akuntabel jalan giat usaha ekosistem mbg mulai yayasan selenggara,5,Positif
2071797527628939462,Twitter,Tue Jun 30 03:26:37 +0000 2026,"Program Makan Bergizi Gratis tidak hanya membantu memenuhi kebutuhan gizi anak, tetapi juga menggerakkan ekonomi rakyat. Dengan melibatkan petani, peternak, nelayan, dan UMKM lokal dalam rantai pasok, program ini menciptakan manfaat yang dirasakan dari hulu hingga hilir. 🇮🇩 https://t.co/ww57Uhvdwk",program makan gizi gratis tidak bantu penuh butuh gizi anak gerak ekonomi rakyat libat tani ternak nelayan umkm lokal rantai pasok program cipta manfaat rasa hulu hilir,5,Positif
2071797504895861039,Twitter,Tue Jun 30 03:26:31 +0000 2026,"Program Makan Bergizi Gratis tidak hanya membantu memenuhi kebutuhan gizi anak, tetapi juga menggerakkan ekonomi rakyat. Dengan melibatkan petani, peternak, nelayan, dan UMKM lokal dalam rantai pasok, program ini menciptakan manfaat yang dirasakan dari hulu hingga hilir. 🇮🇩 https://t.co/aT1wipbCn5",program makan gizi gratis tidak bantu penuh butuh gizi anak gerak ekonomi rakyat libat tani ternak nelayan umkm lokal rantai pasok program cipta manfaat rasa hulu hilir,5,Positif
2071797487246139429,Twitter,Tue Jun 30 03:26:27 +0000 2026,"Kasus korupsi Makan Bergizi Gratis naik level. 
Dari 6 tersangka, ada satu ""bernyanyi"" Kode yang disebut 26, 32, 41. 

Kode itu bukan angka iseng. Dugaan kuat, merujuk pada pihak2 yang ikut nikmati aliran duit MBG. 
Artinya, jaringan korupsi MBG ini lebih luas bukan hanya 6 orang https://t.co/wVMqOGxygK",korupsi makan gizi gratis level sangka nyanyi kode kode bukan angka iseng duga kuat rujuk nikmat alir duit mbg jaring korupsi mbg luas bukan orang,3,Positif
2071797483450388950,Twitter,Tue Jun 30 03:26:26 +0000 2026,"Program Makan Bergizi Gratis tidak hanya membantu memenuhi kebutuhan gizi anak, tetapi juga menggerakkan ekonomi rakyat. Dengan melibatkan petani, peternak, nelayan, dan UMKM lokal dalam rantai pasok, program ini menciptakan manfaat yang dirasakan dari hulu hingga hilir. 🇮🇩 https://t.co/THHLKsVJt7",program makan gizi gratis tidak bantu penuh butuh gizi anak gerak ekonomi rakyat libat tani ternak nelayan umkm lokal rantai pasok program cipta manfaat rasa hulu hilir,5,Positif
2071797461266714660,Twitter,Tue Jun 30 03:26:21 +0000 2026,"Program Makan Bergizi Gratis tidak hanya membantu memenuhi kebutuhan gizi anak, tetapi juga menggerakkan ekonomi rakyat. Dengan melibatkan petani, peternak, nelayan, dan UMKM lokal dalam rantai pasok, program ini menciptakan manfaat yang dirasakan dari hulu hingga hilir. 🇮🇩 https://t.co/8bYgoDCT2C",program makan gizi gratis tidak bantu penuh butuh gizi anak gerak ekonomi rakyat libat tani ternak nelayan umkm lokal rantai pasok program cipta manfaat rasa hulu hilir,5,Positif
2071795249597526278,Twitter,Tue Jun 30 03:17:34 +0000 2026,Program Makan Bergizi Gratis fokus pada penerima yang membutuhkan. https://t.co/FCxaf7jHcl,program makan gizi gratis fokus terima butuh,2,Positif
2071794466965553487,Twitter,Tue Jun 30 03:14:27 +0000 2026,"Inovasi anak-anak Papua melalui teknologi mendukung pelaksanaan Program Makan Bergizi Gratis (MBG) agar lebih transparan, tepat sasaran, dan bermanfaat bagi generasi penerus. #PapuaMaju https://t.co/UQJB5JfQaI",inovasi anakanak papua teknologi dukung laksana program makan gizi gratis mbg transparan sasar manfaat generasi terus papuamaju,3,Positif
2071794015524311383,Twitter,Tue Jun 30 03:12:40 +0000 2026,"Zulkifli Hasan mendorong agar kebutuhan Program Makan Bergizi Gratis diprioritaskan berasal dari Koperasi Desa sehingga ekonomi desa semakin tumbuh, masyarakat lokal semakin sejahtera.

https://t.co/I097fkg2SM

#MenkoPangan
#PartaiAmanatNasional
#ZulkifliHasan
#Zulhas
#GD_Zulhas https://t.co/N3nmO3MiuR",zulkifli hasan dorong butuh program makan gizi gratis prioritas asal koperasi desa ekonomi desa tumbuh masyarakat lokal sejahtera menkopangan partaiamanatnasional zulkiflihasan zulhas gdzulhas,1,Positif
2071793779573653852,Twitter,Tue Jun 30 03:11:43 +0000 2026,Dukung perbaikan untuk keberlanjutan program Makan Bergizi Gratis. https://t.co/pzacuh2FWE,dukung baik lanjut program makan gizi gratis,2,Positif
2071793066248458337,Twitter,Tue Jun 30 03:08:53 +0000 2026,Dukung program Makan Bergizi Gratis untuk peningkatan gizi anak-anak Indonesia dan meningkatkan kesejahteraan masyarakat Indonesia. https://t.co/M2pXJKU5PD,dukung program makan gizi gratis tingkat gizi anakanak indonesia tingkat sejahtera masyarakat indonesia,4,Positif
